sample_id,coffee_species,temperature_C,pressure_bar,grind_category,observable,mean,unit,rsd_percent,sd_reconstructed,n_reported,n_qualification,source_table,source_doi,provenance_status
R29,Robusta,98,6,F,total_solids,12.37,g/100 mL,8.3,1.02671,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R29,Robusta,98,6,F,total_lipids,0.05,g/100 mL,11.5,0.00575,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R30,Robusta,98,9,F,total_solids,11.23,g/100 mL,0.3,0.03369,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R30,Robusta,98,9,F,total_lipids,0.05,g/100 mL,1.3,0.00065,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R31,Robusta,98,12,F,total_solids,11.73,g/100 mL,13.7,1.60701,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R31,Robusta,98,12,F,total_lipids,0.08,g/100 mL,9.4,0.00752,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R32,Robusta,95,11,F,total_solids,10.9,g/100 mL,13.8,1.5042,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R32,Robusta,95,11,F,total_lipids,0.09,g/100 mL,5.4,0.00486,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R33,Robusta,90,8,F,total_solids,11.19,g/100 mL,3.7,0.41403,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 2,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
R33,Robusta,90,8,F,total_lipids,0.09,g/100 mL,7.9,0.00711,2,article says analyses were carried out almost in duplicate (n=2); verify any exceptions before inferential use,Table 3,10.3390/app13042688,verified_against_unicam_author_pdf_2026-07-13
