observation_id,base_coffee_material_id,roast_batch_id,analytical_batch_id,replicate_id,source_publication_id,data_lineage_id,laboratory_id,analyte,value_as_published,unit_as_published,mass_basis_as_published,uncertainty_value_as_published,uncertainty_type,number_of_analytical_replicates,target_semantics,measurement_provenance,canonical_value,canonical_unit,canonical_uncertainty,conversion_rule_id,conversion_inputs,conversion_status,rights_usable,duplicate_status,roasted_unextracted,analytical_method,source_locator,primary_prediction_label_eligible,exclusion_reason,validation_group_id,duplicate,canonical_basis,conversion_supported
acre-tri-R7,acre_r7,acre_r7_medium_light,acre2024,,acre2024,acre2024_tables1_2,lab_uel_benassi,trigonelline,314,mg/100 g,dry roasted coffee,15,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,3.14,mg/g dry roasted coffee,0.15,exact_mg/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_001,false,dry roasted coffee,true
acre-tri-R8,acre_r8,acre_r8_medium_light,acre2024,,acre2024,acre2024_tables1_2,lab_uel_benassi,trigonelline,253,mg/100 g,dry roasted coffee,6,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,2.5300000000000002,mg/g dry roasted coffee,0.06,exact_mg/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_001,false,dry roasted coffee,true
acre-tri-R9,acre_r9,acre_r9_medium_light,acre2024,,acre2024,acre2024_tables1_2,lab_uel_benassi,trigonelline,338,mg/100 g,dry roasted coffee,10,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,3.38,mg/g dry roasted coffee,0.1,exact_mg/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_001,false,dry roasted coffee,true
dias-caf-0-dark,dias_r000,dias_r000_dark,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,caffeine,1.36,g/100 g,dry roasted coffee,0.06,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,13.600000000000001,mg/g dry roasted coffee,0.6,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-caf-0-light,dias_r000,dias_r000_light,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,caffeine,1.33,g/100 g,dry roasted coffee,0.02,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,13.3,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-caf-0-medium,dias_r000,dias_r000_medium,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,caffeine,1.35,g/100 g,dry roasted coffee,0.05,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,13.5,mg/g dry roasted coffee,0.5,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-caf-100-dark,dias_r100,dias_r100_dark,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,caffeine,2.2,g/100 g,dry roasted coffee,0.05,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,22.0,mg/g dry roasted coffee,0.5,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-caf-100-light,dias_r100,dias_r100_light,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,caffeine,2.25,g/100 g,dry roasted coffee,0.13,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,22.5,mg/g dry roasted coffee,1.3,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-caf-100-medium,dias_r100,dias_r100_medium,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,caffeine,2.1,g/100 g,dry roasted coffee,0.14,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,21.0,mg/g dry roasted coffee,1.4000000000000001,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-caf-20-dark,dias_r020,dias_r020_dark,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,caffeine,1.52,g/100 g,dry roasted coffee,0.06,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,15.2,mg/g dry roasted coffee,0.6,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-caf-20-light,dias_r020,dias_r020_light,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,caffeine,1.53,g/100 g,dry roasted coffee,0.05,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,15.3,mg/g dry roasted coffee,0.5,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-caf-20-medium,dias_r020,dias_r020_medium,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,caffeine,1.51,g/100 g,dry roasted coffee,0.0,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,15.1,mg/g dry roasted coffee,0.0,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-caf-30-dark,dias_r030,dias_r030_dark,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,caffeine,1.57,g/100 g,dry roasted coffee,0.01,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,15.700000000000001,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-caf-30-light,dias_r030,dias_r030_light,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,caffeine,1.62,g/100 g,dry roasted coffee,0.06,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,16.200000000000003,mg/g dry roasted coffee,0.6,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-caf-30-medium,dias_r030,dias_r030_medium,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,caffeine,1.55,g/100 g,dry roasted coffee,0.07,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,15.5,mg/g dry roasted coffee,0.7000000000000001,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-caf-50-dark,dias_r050,dias_r050_dark,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,caffeine,1.78,g/100 g,dry roasted coffee,0.06,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,17.8,mg/g dry roasted coffee,0.6,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-caf-50-light,dias_r050,dias_r050_light,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,caffeine,1.82,g/100 g,dry roasted coffee,0.11,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,18.2,mg/g dry roasted coffee,1.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-caf-50-medium,dias_r050,dias_r050_medium,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,caffeine,1.79,g/100 g,dry roasted coffee,0.04,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,17.9,mg/g dry roasted coffee,0.4,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-tri-0-dark,dias_r000,dias_r000_dark,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,trigonelline,0.297,g/100 g,dry roasted coffee,0.01,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,2.9699999999999998,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-tri-0-light,dias_r000,dias_r000_light,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,trigonelline,0.928,g/100 g,dry roasted coffee,0.005,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,9.280000000000001,mg/g dry roasted coffee,0.05,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-tri-0-medium,dias_r000,dias_r000_medium,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,trigonelline,0.489,g/100 g,dry roasted coffee,0.007,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,4.89,mg/g dry roasted coffee,0.07,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-tri-100-dark,dias_r100,dias_r100_dark,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,trigonelline,0.119,g/100 g,dry roasted coffee,0.003,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,1.19,mg/g dry roasted coffee,0.03,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-tri-100-light,dias_r100,dias_r100_light,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,trigonelline,0.683,g/100 g,dry roasted coffee,0.011,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,6.83,mg/g dry roasted coffee,0.10999999999999999,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-tri-100-medium,dias_r100,dias_r100_medium,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,trigonelline,0.38,g/100 g,dry roasted coffee,0.015,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,3.8,mg/g dry roasted coffee,0.15,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-tri-20-dark,dias_r020,dias_r020_dark,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,trigonelline,0.262,g/100 g,dry roasted coffee,0.001,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,2.62,mg/g dry roasted coffee,0.01,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-tri-20-light,dias_r020,dias_r020_light,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,trigonelline,0.894,g/100 g,dry roasted coffee,0.007,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,8.94,mg/g dry roasted coffee,0.07,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-tri-20-medium,dias_r020,dias_r020_medium,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,trigonelline,0.462,g/100 g,dry roasted coffee,0.009,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,4.62,mg/g dry roasted coffee,0.09,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-tri-30-dark,dias_r030,dias_r030_dark,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,trigonelline,0.239,g/100 g,dry roasted coffee,0.005,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,2.3899999999999997,mg/g dry roasted coffee,0.05,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-tri-30-light,dias_r030,dias_r030_light,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,trigonelline,0.863,g/100 g,dry roasted coffee,0.004,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,8.629999999999999,mg/g dry roasted coffee,0.04,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-tri-30-medium,dias_r030,dias_r030_medium,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,trigonelline,0.458,g/100 g,dry roasted coffee,0.022,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,4.58,mg/g dry roasted coffee,0.21999999999999997,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-tri-50-dark,dias_r050,dias_r050_dark,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,trigonelline,0.206,g/100 g,dry roasted coffee,0.002,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,2.06,mg/g dry roasted coffee,0.02,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-tri-50-light,dias_r050,dias_r050_light,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,trigonelline,0.865,g/100 g,dry roasted coffee,0.032,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,8.65,mg/g dry roasted coffee,0.32,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
dias-tri-50-medium,dias_r050,dias_r050_medium,dias2015,,dias2015,dias2015_table2,lab_uel_benassi,trigonelline,0.456,g/100 g,dry roasted coffee,0.005,SD,2,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,4.5600000000000005,mg/g dry roasted coffee,0.05,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_002,false,dry roasted coffee,true
pannusch-caffeine,pannusch_source_coffee,pannusch_source_roast,pannusch2024,,pannusch2024,schmieder_pannusch_lineage,lab_tum_briesen,caffeine,10.8,mg/mL solid phase,solid-phase volume,,unknown,0,SOLID_PHASE_CONCENTRATION,MODEL_INFERRED_OR_FITTED,,,,NO_CONVERSION,,NOT_APPLICABLE_INELIGIBLE_SEMANTICS,true,UNIQUE,false,model/source method,Table 2,false,NOT_ROASTED_UNEXTRACTED;TARGET_SEMANTICS;PROVENANCE;CANONICAL_BASIS_UNSUPPORTED,vg_003,false,,false
pannusch-trigonelline,pannusch_source_coffee,pannusch_source_roast,pannusch2024,,pannusch2024,schmieder_pannusch_lineage,lab_tum_briesen,trigonelline,4.19,mg/mL solid phase,solid-phase volume,,unknown,0,SOLID_PHASE_CONCENTRATION,MODEL_INFERRED_OR_FITTED,,,,NO_CONVERSION,,NOT_APPLICABLE_INELIGIBLE_SEMANTICS,true,UNIQUE,false,model/source method,Table 2,false,NOT_ROASTED_UNEXTRACTED;TARGET_SEMANTICS;PROVENANCE;CANONICAL_BASIS_UNSUPPORTED,vg_003,false,,false
schmieder-caffeine,schmieder_source_coffee,schmieder_source_roast,schmieder2023,,schmieder2023,schmieder_pannusch_lineage,lab_tum_briesen,caffeine,0,mg,asymptotic extracted mass,,unknown,0,ASYMPTOTIC_EXTRACTED_MASS,ASYMPTOTIC_EXTRACTION_ESTIMATE,,,,NO_CONVERSION,,NOT_APPLICABLE_INELIGIBLE_SEMANTICS,true,UNIQUE,false,model/source method,registered cup-mass lineage; representative atlas classification,false,NOT_ROASTED_UNEXTRACTED;TARGET_SEMANTICS;PROVENANCE;CANONICAL_BASIS_UNSUPPORTED,vg_003,false,,false
schmieder-trigonelline,schmieder_source_coffee,schmieder_source_roast,schmieder2023,,schmieder2023,schmieder_pannusch_lineage,lab_tum_briesen,trigonelline,0,mg,asymptotic extracted mass,,unknown,0,ASYMPTOTIC_EXTRACTED_MASS,ASYMPTOTIC_EXTRACTION_ESTIMATE,,,,NO_CONVERSION,,NOT_APPLICABLE_INELIGIBLE_SEMANTICS,true,UNIQUE,false,model/source method,registered cup-mass lineage; representative atlas classification,false,NOT_ROASTED_UNEXTRACTED;TARGET_SEMANTICS;PROVENANCE;CANONICAL_BASIS_UNSUPPORTED,vg_003,false,,false
viencz-caf-BRS1216,viencz_brs1216,viencz_brs1216_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.86,g/100 g,dry roasted coffee,0.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,28.599999999999998,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-caf-BRS2299,viencz_brs2299,viencz_brs2299_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.29,g/100 g,dry roasted coffee,0.05,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,22.9,mg/g dry roasted coffee,0.5,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-caf-BRS2314,viencz_brs2314,viencz_brs2314_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,3.09,g/100 g,dry roasted coffee,0.05,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,30.9,mg/g dry roasted coffee,0.5,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-caf-BRS2336,viencz_brs2336,viencz_brs2336_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,3.57,g/100 g,dry roasted coffee,0.01,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,35.699999999999996,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-caf-BRS2357,viencz_brs2357,viencz_brs2357_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.52,g/100 g,dry roasted coffee,0.0,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,25.2,mg/g dry roasted coffee,0.0,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-caf-BRS3137,viencz_brs3137,viencz_brs3137_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.46,g/100 g,dry roasted coffee,0.05,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,24.6,mg/g dry roasted coffee,0.5,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-caf-BRS3193,viencz_brs3193,viencz_brs3193_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.72,g/100 g,dry roasted coffee,0.05,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,27.200000000000003,mg/g dry roasted coffee,0.5,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-caf-BRS3210,viencz_brs3210,viencz_brs3210_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.88,g/100 g,dry roasted coffee,0.04,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,28.799999999999997,mg/g dry roasted coffee,0.4,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-caf-BRS3213,viencz_brs3213,viencz_brs3213_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.68,g/100 g,dry roasted coffee,0.04,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,26.8,mg/g dry roasted coffee,0.4,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-caf-BRS3220,viencz_brs3220,viencz_brs3220_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.55,g/100 g,dry roasted coffee,0.01,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,25.5,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 2,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R1,viencz_r1,viencz_r1_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.79,g/100 g,dry roasted coffee,.01,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,27.9,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R10,viencz_r10,viencz_r10_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.47,g/100 g,dry roasted coffee,.02,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,24.700000000000003,mg/g dry roasted coffee,0.2,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R11,viencz_r11,viencz_r11_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.32,g/100 g,dry roasted coffee,.03,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,23.2,mg/g dry roasted coffee,0.3,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R12,viencz_r12,viencz_r12_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.11,g/100 g,dry roasted coffee,.04,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,21.099999999999998,mg/g dry roasted coffee,0.4,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R13,viencz_r13,viencz_r13_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.03,g/100 g,dry roasted coffee,.04,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,20.299999999999997,mg/g dry roasted coffee,0.4,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R14,viencz_r14,viencz_r14_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.37,g/100 g,dry roasted coffee,.00,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,23.700000000000003,mg/g dry roasted coffee,0.0,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R15,viencz_r15,viencz_r15_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.19,g/100 g,dry roasted coffee,.01,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,21.9,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R16,viencz_r16,viencz_r16_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.02,g/100 g,dry roasted coffee,.03,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,20.2,mg/g dry roasted coffee,0.3,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
viencz-caf-R17,viencz_r17,viencz_r17_medium,viencz2023,,viencz2023,viencz2023_tables1_2,lab_uel_benassi,caffeine,2.53,g/100 g,dry roasted coffee,.01,SD,4,TOTAL_ROASTED_CONTENT,DIRECT_ROASTED_MATERIAL_ASSAY,25.299999999999997,mg/g dry roasted coffee,0.1,exact_g/100_g,exact factor; source explicit dry basis,SUPPORTED_EXACT,true,UNIQUE,true,HPLC-DAD,Table 1,true,,vg_004,false,dry roasted coffee,true
